lock_id,user_id,lock_datetime
3161,88885453,2022-12-09 02:47:27.558553
3162,40732131,2022-12-05 20:47:50.855839
3163,1419649,2022-09-03 00:38:06.370321
3164,57745874,2022-12-19 11:12:41.295027
3165,11847090,2022-11-12 08:00:05.420837
3166,32314359,2022-12-13 09:01:44.813641
3167,85270663,2022-09-02 15:14:06.821695
3168,77979514,2022-10-15 05:46:28.023749
3169,82072768,2022-12-29 01:13:12.766048
3170,45705614,2022-09-14 14:26:03.973703
3171,18081012,2022-10-21 03:32:24.177182
3172,7760525,2022-11-29 11:36:45.352207
3173,76580547,2022-12-20 19:54:58.216188
3174,48157500,2022-11-15 19:11:31.504773
3175,43206639,2022-10-28 02:10:40.488385
3176,72763291,2022-09-29 12:52:16.189120
3177,33688250,2022-11-10 22:19:35.999301
3178,76692192,2022-09-11 10:29:32.141474
3179,69406681,2022-12-09 19:38:59.263177
3180,97172658,2022-11-16 22:46:33.161586
3181,18605309,2022-10-02 21:31:39.215777
3182,13863549,2022-10-01 08:00:21.780513
3183,48104674,2022-11-01 17:53:09.850510
3184,34315593,2022-09-18 06:32:36.990458
3185,20826891,2022-09-26 11:59:35.962631
3186,25403555,2022-10-15 03:59:11.296516
3187,13252110,2022-10-30 03:19:18.475308
3188,53898650,2022-10-31 07:50:28.224157
3189,84716810,2022-10-04 18:48:33.886616
3190,40818902,2022-09-22 23:23:32.234095
3191,24437568,2022-10-31 15:04:01.673397
3192,26336148,2022-09-18 23:41:34.095620
3193,10775808,2022-10-19 13:03:24.236782
3194,49952765,2022-12-02 06:31:34.894961
3195,5938776,2022-09-06 03:59:02.666239
3196,54838908,2022-10-13 11:36:14.805256
3197,80817447,2022-12-19 09:03:04.681776
3198,20205032,2022-12-15 03:15:23.606096
3199,7062186,2022-12-03 10:43:48.721065
3200,76429482,2022-11-07 15:05:54.820702
3201,9661430,2022-10-22 05:20:57.815759
3202,92074213,2022-09-02 04:59:26.311904
3203,64862595,2022-09-23 20:07:13.391245
3204,65905006,2022-11-17 11:35:09.790729
3205,34447169,2022-10-01 10:48:17.328124
3206,28017772,2022-12-17 02:19:34.937194
3207,86667468,2022-09-18 20:12:17.171656
3208,30287977,2022-09-08 05:23:54.570903
3209,46599838,2022-09-07 22:58:25.841367
3210,95725952,2022-09-01 08:58:06.283020
3211,41147994,2022-11-19 01:39:15.234037
3212,1175886,2022-10-16 03:44:30.672690
3213,51202921,2022-11-09 08:48:48.846869
3214,31095420,2022-09-03 00:29:51.418825
3215,97544098,2022-11-05 06:47:38.109106
3216,66385222,2022-11-03 14:36:36.985258
3217,95399380,2022-09-26 12:43:17.665768
3218,42869410,2022-11-07 10:41:28.168849
3219,58269328,2022-10-15 08:43:26.099010
3220,40867317,2022-11-26 01:27:53.565126
3221,29835049,2022-12-25 09:49:54.216540
3222,95903938,2022-10-30 04:20:27.347303
3223,54359147,2022-10-02 10:37:11.217596
3224,18307342,2022-12-08 19:55:11.443145
3225,10949736,2022-10-12 18:13:12.990716
3226,16963704,2022-12-23 14:54:55.908222
3227,60925867,2022-10-24 21:04:50.993526
3228,96570041,2022-10-28 14:42:11.302158
3229,16925929,2022-09-23 14:36:08.646699
3230,63321784,2022-10-28 15:23:14.495452
3231,69808867,2022-12-23 05:27:36.005272
3232,13608546,2022-11-14 16:17:13.643680
3233,87607090,2022-09-22 02:59:30.807711
3234,36840903,2022-11-15 22:01:19.071949
3235,15346021,2022-11-28 00:03:27.105488
3236,81961216,2022-11-14 23:46:40.941754
3237,22120067,2022-11-23 22:54:23.575669
3238,82666696,2022-10-08 16:26:51.519328
3239,83701753,2022-10-29 02:13:04.922511
3240,97913737,2022-11-19 21:44:13.405344
3241,19710931,2022-11-10 20:15:16.718712
3242,44845749,2022-11-06 08:09:32.949129
3243,63644692,2022-12-24 07:12:05.774080
3244,92847787,2022-11-12 06:24:40.082583
3245,91840721,2022-10-27 01:39:12.431626
3246,17556579,2022-12-19 21:28:52.194315
3247,81423616,2022-10-04 11:43:03.356134
3248,86747189,2022-11-29 05:38:48.582194
3249,14625588,2022-09-19 11:00:11.755262
3250,37876209,2022-09-07 07:24:03.127389
3251,25554106,2022-12-10 14:38:39.138224
3252,92006931,2022-09-27 16:50:51.543276
3253,72765159,2022-12-19 21:00:05.457638
3254,75457180,2022-12-19 06:04:31.863373
3255,82840943,2022-10-31 19:27:23.899610
3256,15782146,2022-11-07 22:43:27.378533
3257,49525366,2022-10-30 10:34:10.639248
3258,60247235,2022-09-08 16:01:50.183595
3259,35196255,2022-10-05 04:44:13.171189
3260,47556112,2022-11-22 13:15:43.712993
3261,27586140,2022-09-17 17:27:54.373914
3262,91823346,2022-09-26 00:32:30.176964
3263,72791134,2022-09-20 08:32:20.444930
3264,9041592,2022-12-26 08:15:48.019882
3265,13190579,2022-11-21 06:57:17.247488
3266,93093434,2022-11-18 00:24:58.048729
3267,49029050,2022-09-06 16:23:00.567532
3268,84311795,2022-11-12 03:02:53.542006
3269,51604383,2022-09-09 02:25:50.328652
3270,93970600,2022-10-27 07:34:04.374504
3271,69935851,2022-09-27 15:04:57.184301
3272,41246971,2022-10-06 03:55:34.756943
3273,69623744,2022-11-06 15:05:22.976058
3274,55222395,2022-11-20 19:54:22.863317
3275,14499335,2022-12-05 15:31:05.829218
3276,18755894,2022-09-07 21:59:58.614450
3277,69968461,2022-11-18 08:26:13.692622
3278,39008707,2022-10-24 21:10:16.404171
3279,84035615,2022-10-12 01:07:10.851144
3280,22605253,2022-09-17 05:05:53.802923
3281,13010903,2022-12-17 12:55:30.783738
3282,53723120,2022-10-15 03:28:34.842577
3283,87182198,2022-10-22 13:32:16.869497
3284,93215543,2022-10-26 17:33:16.330905
3285,72625632,2022-11-23 16:14:01.206469
3286,32981185,2022-10-30 13:52:00.525540
3287,79111226,2022-10-04 03:28:26.115565
3288,25415920,2022-12-05 03:48:18.846132
3289,53350305,2022-12-02 10:42:08.245224
3290,2222084,2022-10-23 01:38:37.792902
3291,92095322,2022-09-30 22:05:58.547757
3292,19877934,2022-09-22 16:44:53.298982
3293,67777995,2022-10-02 04:25:26.350027
3294,83100843,2022-10-07 01:02:50.755417
3295,53657168,2022-11-17 04:10:10.576255
3296,67459743,2022-11-14 00:46:42.690428
3297,5180601,2022-11-27 05:11:25.535770
3298,34924658,2022-09-29 22:42:20.614535
3299,33531949,2022-12-13 20:14:56.262697
3300,98579761,2022-11-14 03:20:04.930909
3301,19429065,2022-10-04 16:48:51.059094
3302,18529424,2022-12-18 17:12:14.422564
3303,33736949,2022-11-12 15:03:36.257524
3304,15167092,2022-12-24 21:59:24.398219
3305,3478753,2022-12-28 20:08:03.806433
3306,67905677,2022-11-14 14:06:43.198200
3307,69212590,2022-10-17 17:05:47.644308
3308,47557316,2022-12-06 01:09:32.311223
3309,52010394,2022-10-01 10:05:04.878399
3310,6515800,2022-10-16 18:04:51.231235
3311,95881938,2022-11-13 09:47:12.253217
3312,60774555,2022-09-11 10:36:14.863388
3313,66176283,2022-12-27 07:29:17.875876
3314,32795489,2022-09-29 18:09:25.536780
3315,10496258,2022-12-21 04:07:38.069698
3316,13717767,2022-12-12 22:16:20.154079
3317,63928280,2022-09-17 03:09:01.462653
3318,15481804,2022-12-04 14:07:13.789022
3319,67381901,2022-12-30 02:16:01.683585
3320,43775775,2022-12-01 18:42:56.039931
3321,62976964,2022-09-27 07:13:51.185994
3322,29631574,2022-11-08 18:50:03.770442
3323,28123373,2022-09-29 22:19:05.842266
3324,76099263,2022-12-18 21:18:40.634880
3325,64518928,2022-10-28 09:07:51.455538
3326,83555104,2022-09-19 17:28:25.926375
3327,40919557,2022-10-11 15:43:17.520046
3328,25936907,2022-10-08 13:07:05.688548
3329,91994055,2022-09-12 12:48:48.279164
3330,28247516,2022-10-07 02:24:00.006602
3331,52184482,2022-10-30 16:40:20.735866
3332,91038827,2022-12-13 03:35:40.453533
3333,5188991,2022-12-15 16:25:26.728887
3334,8902603,2022-10-25 22:33:19.960040
3335,96075124,2022-11-30 15:42:06.941137
3336,62235970,2022-12-21 18:43:51.854059
3337,10916630,2022-12-11 08:46:54.754745
3338,84743295,2022-10-05 19:40:16.756813
3339,79858565,2022-09-16 14:29:03.990695
3340,131591,2022-11-11 08:03:33.783574
3341,215429,2022-12-29 09:40:43.857248
3342,84363339,2022-09-02 05:11:51.798705
3343,48963519,2022-11-27 08:48:25.621677
3344,52736878,2022-12-17 21:02:10.553428
3345,46862591,2022-11-19 10:14:21.167480
3346,42612994,2022-09-16 22:29:42.052455
3347,26625709,2022-11-02 01:11:36.975145
3348,13600770,2022-09-03 03:57:10.029004
3349,79865690,2022-09-02 03:05:07.607853
3350,96229709,2022-09-13 09:47:27.739186
3351,42823203,2022-12-04 16:20:23.438864
3352,51763127,2022-10-03 11:28:37.478552
3353,54802352,2022-10-21 16:54:01.238592
3354,61040419,2022-10-11 14:21:14.714875
3355,44561590,2022-10-01 03:14:34.954247
3356,74253080,2022-11-04 19:51:38.882711
3357,32574947,2022-09-27 04:01:47.819860
3358,66910414,2022-10-30 10:33:31.485679
3359,22181880,2022-10-24 06:54:58.431989
3360,5555726,2022-10-29 02:31:28.841857
3361,93255675,2022-11-28 03:57:03.412775
3362,13053231,2022-12-08 16:05:47.053174
3363,19397195,2022-11-24 22:55:34.472443
3364,90542488,2022-09-20 17:49:04.116842
3365,5683113,2022-10-27 19:42:14.055479
3366,62865026,2022-09-11 13:58:10.355480
3367,15120421,2022-09-30 18:00:45.254152
3368,67822025,2022-11-30 13:12:37.113512
3369,81275044,2022-09-21 21:22:48.670538
3370,99079996,2022-12-18 11:38:49.513145
3371,1139275,2022-11-13 22:04:49.571774
3372,56439512,2022-10-05 21:37:44.310744
3373,75909340,2022-10-12 22:35:39.495867
3374,97006191,2022-10-31 21:44:52.649045
3375,10073472,2022-10-15 12:57:25.217752
3376,78548421,2022-10-04 18:14:52.866548
3377,37183984,2022-09-25 20:10:29.236612
3378,73489683,2022-12-05 21:42:30.502434
3379,24348651,2022-10-20 00:42:03.057662
3380,35936533,2022-10-08 21:18:50.617380
3381,89243893,2022-12-19 10:49:06.594510
3382,97596311,2022-09-13 15:48:51.915350
3383,46003690,2022-12-14 22:30:12.437963
3384,77427351,2022-10-25 11:33:07.601993
3385,55465822,2022-11-22 11:32:29.075898
3386,97433393,2022-11-26 02:36:27.878710
3387,75229733,2022-09-09 23:01:56.661693
3388,42799077,2022-12-11 03:06:49.022557
3389,76589111,2022-12-15 19:35:57.924127
3390,43167259,2022-10-29 09:13:01.974163
3391,70334320,2022-09-30 11:58:27.871390
3392,56440340,2022-11-13 05:29:07.197095
3393,91908961,2022-12-11 17:33:45.842564
3394,33767998,2022-10-29 19:35:42.222038
3395,38478332,2022-11-08 21:53:18.094564
3396,2284871,2022-09-06 11:16:13.776178
3397,95394415,2022-09-28 12:34:22.005098
3398,49865958,2022-09-07 20:52:11.947615
3399,77817324,2022-12-28 19:14:00.008041
3400,11390857,2022-10-01 12:18:15.245658
3401,79106924,2022-12-18 07:48:05.012299
3402,73292702,2022-10-07 14:59:24.312299
3403,54756543,2022-11-28 03:23:58.958426
3404,2140041,2022-11-15 14:15:54.556084
3405,56978093,2022-11-17 00:08:01.211322
3406,23780910,2022-11-13 08:18:23.543268
3407,53162630,2022-12-14 06:03:28.509472
3408,38267092,2022-11-28 01:51:24.134152
3409,47572472,2022-11-10 19:03:14.592968
3410,81653203,2022-12-19 20:41:52.612183
3411,26927086,2022-11-08 13:31:17.359612
3412,35230506,2022-11-30 06:40:45.520583
3413,24481877,2022-09-25 22:22:02.556121
3414,82130043,2022-12-03 21:46:35.144172
3415,16148744,2022-11-28 09:22:30.653768
3416,221908,2022-10-13 21:54:41.598125
3417,65690520,2022-09-27 23:05:13.707760
3418,44709254,2022-10-30 02:04:08.686904
3419,95657363,2022-09-30 18:55:04.816552
3420,57769127,2022-12-03 00:45:06.585390
3421,59321672,2022-11-23 01:56:47.527971
3422,72977997,2022-09-30 15:33:17.460329
3423,47267860,2022-10-26 22:24:14.482941
3424,57568056,2022-10-28 06:27:32.909751
3425,30970056,2022-11-02 13:49:03.459467
3426,18370069,2022-12-30 17:12:45.644822
3427,28043501,2022-11-12 09:49:17.694172
3428,86284285,2022-10-01 06:53:34.897536
3429,75907887,2022-10-08 10:52:12.286162
3430,31389674,2022-12-15 19:38:21.356159
3431,33869280,2022-09-19 15:02:17.010988
3432,59359005,2022-12-30 21:35:41.894342
3433,237251,2022-09-10 16:46:18.418290
3434,48559919,2022-09-08 10:04:43.214486
3435,77640853,2022-11-21 02:40:48.952087
3436,7019914,2022-10-03 15:25:09.068664
3437,34862172,2022-09-24 11:16:30.860216
3438,75907227,2022-09-28 11:10:06.300760
3439,12886258,2022-11-12 19:35:23.123553
3440,98759485,2022-10-24 12:55:33.335225
3441,28727390,2022-12-23 07:44:31.092318
3442,630824,2022-12-05 11:44:54.230123
3443,86319804,2022-12-01 15:30:05.099776
3444,67201736,2022-12-29 16:55:06.900534
3445,99599113,2022-10-11 19:00:55.394311
3446,95579241,2022-12-11 21:41:30.101477
3447,52735534,2022-11-19 07:58:02.110987
3448,60254401,2022-10-15 21:34:40.022896
3449,86234466,2022-09-25 19:57:51.488827
3450,40258541,2022-09-03 02:12:21.154169
3451,11759237,2022-12-05 02:47:25.441190
3452,8188910,2022-09-01 22:37:35.898022
3453,17305542,2022-10-28 03:10:28.265390
3454,97011429,2022-09-11 10:50:59.627610
3455,56836643,2022-09-15 10:49:36.716301
3456,86387634,2022-11-14 01:34:43.277579
3457,79794975,2022-10-10 21:14:32.411180
3458,23317845,2022-09-03 21:57:39.714059
3459,92550215,2022-12-14 04:08:06.490562
3460,20727477,2022-09-16 00:36:17.920786
3461,61919288,2022-12-05 16:59:17.429661
3462,31845216,2022-11-28 02:45:36.895369
3463,94804307,2022-12-27 08:59:32.195837
3464,71691957,2022-12-27 02:57:34.180994
3465,75309045,2022-09-19 11:47:51.373251
3466,17556308,2022-09-12 02:20:42.591991
3467,33753836,2022-11-01 12:09:55.672980
3468,95919237,2022-12-27 05:49:45.613714
3469,79462785,2022-12-02 22:44:30.085947
3470,94918888,2022-09-06 20:24:57.453886
3471,32077143,2022-09-28 02:08:52.745695
3472,13369806,2022-10-17 16:37:17.968364
3473,7953759,2022-12-07 10:27:36.579037
3474,39269359,2022-10-09 01:14:57.502856
3475,46271055,2022-09-30 00:57:13.295160
3476,33699342,2022-12-20 10:33:34.652159
3477,90876996,2022-09-06 00:30:00.366148
3478,41209545,2022-10-20 15:49:43.178139
3479,4678563,2022-12-27 05:29:15.171663
3480,80185846,2022-10-18 21:20:13.404009
3481,86676796,2022-10-01 23:00:14.070307
3482,25277609,2022-10-24 14:52:11.117383
3483,72118008,2022-10-07 07:47:09.942455
3484,15288077,2022-09-11 17:58:45.477048
3485,36535179,2022-12-21 09:05:10.363612
3486,51962007,2022-10-28 02:32:18.361631
3487,34070447,2022-10-18 09:00:50.956326
3488,92781750,2022-09-16 18:13:13.905017
3489,67766521,2022-10-09 04:27:38.074436
3490,54602544,2022-09-18 04:42:37.757459
3491,20667031,2022-10-31 06:21:46.928305
3492,98972248,2022-12-22 08:20:51.765118
3493,36453811,2022-11-15 20:54:03.206225
3494,25945605,2022-12-17 00:09:02.817103
3495,65877478,2022-09-15 15:34:10.301590
3496,40224088,2022-12-30 01:24:33.310313
3497,50489288,2022-09-10 02:12:16.210625
3498,24306072,2022-12-18 12:19:20.872279
3499,98472325,2022-12-26 21:43:23.736338
3500,97665562,2022-09-04 20:15:45.557289
3501,37748728,2022-09-01 08:44:22.424075
3502,20699137,2022-09-06 14:36:52.499470
3503,52057824,2022-10-30 16:16:24.447496
3504,33411772,2022-10-15 09:23:59.406950
3505,17615392,2022-12-12 07:45:21.943222
3506,92419091,2022-11-25 19:50:19.604451
3507,85831308,2022-09-09 19:45:25.061279
3508,48256721,2022-12-18 13:21:56.912388
3509,49636949,2022-10-17 16:54:35.589597
3510,40398083,2022-10-16 08:07:45.238965
3511,45508944,2022-09-10 10:33:30.285393
3512,39013513,2022-11-25 10:38:35.836795
3513,78310008,2022-12-29 15:58:04.765256
3514,95637551,2022-09-04 03:04:47.112402
3515,30185729,2022-10-07 06:17:51.170127
3516,31039006,2022-12-11 18:16:29.919490
3517,73689708,2022-10-14 10:22:42.234927
3518,6815740,2022-11-19 07:53:13.137558
3519,29519572,2022-12-28 22:03:59.959674
3520,74479022,2022-10-12 14:44:51.513918
3521,2677154,2022-12-05 00:47:31.197444
3522,18455365,2022-09-08 05:05:07.775902
3523,39438564,2022-11-05 21:35:21.393732
3524,29323606,2022-09-19 09:50:05.473171
3525,46518717,2022-09-14 12:14:39.400026
3526,12438406,2022-09-01 18:11:06.223067
3527,87058550,2022-10-12 21:33:52.503128
3528,67730413,2022-12-15 09:40:27.284761
3529,78659505,2022-10-19 23:06:55.659374
3530,7269519,2022-11-05 17:59:47.070136
3531,53416261,2022-10-17 17:23:53.859224
3532,66530646,2022-12-24 06:02:40.291903
3533,753787,2022-09-13 19:57:20.920165
3534,37883914,2022-12-02 16:16:27.313774
3535,35931585,2022-10-10 03:14:17.043839
3536,36092888,2022-10-31 10:05:25.371116
3537,56081238,2022-10-08 04:37:33.385269
3538,81177655,2022-11-08 06:38:22.682641
3539,57643620,2022-10-12 14:11:14.801051
3540,33313812,2022-11-03 08:05:46.887533
3541,93945468,2022-12-25 17:44:48.915369
3542,77355077,2022-11-13 05:37:16.041727
3543,52204427,2022-11-21 05:41:28.357781
3544,93716359,2022-12-14 02:06:12.279015
3545,4325164,2022-12-15 20:42:13.019457
3546,31645550,2022-09-25 16:09:23.130104
3547,99606003,2022-11-10 20:17:50.253426
3548,43079668,2022-12-09 12:07:35.551913
3549,45770748,2022-11-09 08:14:36.718673
3550,86491634,2022-10-27 08:38:51.198697
3551,38571073,2022-11-15 06:11:01.000273
3552,56368380,2022-11-14 06:12:33.866003
3553,60476446,2022-11-15 23:14:56.617301
3554,56600824,2022-09-02 19:47:37.141291
3555,82604091,2022-10-28 06:47:50.768702
3556,62374311,2022-09-19 11:07:51.283076
3557,76841321,2022-11-13 06:50:48.363760
3558,69299983,2022-10-05 10:40:00.708653
3559,28429184,2022-09-17 21:53:25.581962
3560,56903500,2022-10-08 18:27:45.172619
3561,98940306,2022-11-28 03:32:42.118840
3562,59846388,2022-11-04 11:00:53.091880
3563,19706842,2022-10-09 20:03:49.144625
3564,5041433,2022-11-13 06:31:56.389803
3565,83905893,2022-09-05 01:48:51.949834
3566,78970011,2022-12-01 15:23:10.390142
3567,87992984,2022-11-27 20:26:06.518035
3568,97467819,2022-11-14 19:38:03.438706
3569,95935753,2022-11-11 16:58:13.380540
3570,38989668,2022-09-26 20:53:52.615912
3571,85454891,2022-11-30 22:54:09.775844
3572,89978745,2022-12-13 02:32:06.546811
3573,92578313,2022-10-07 09:32:06.985691
3574,99715994,2022-10-09 04:42:29.977897
3575,33539652,2022-11-29 23:30:19.555306
3576,15685444,2022-12-01 23:41:37.396246
3577,82780917,2022-12-16 08:12:55.014510
3578,54416692,2022-09-14 09:01:08.110165
3579,87494447,2022-12-22 07:25:52.872964
3580,51522581,2022-11-18 22:10:11.797968
3581,40274930,2022-10-27 22:19:19.533420
3582,22461379,2022-11-05 08:38:31.276917
3583,49562625,2022-09-02 05:14:24.337435
3584,63090815,2022-10-13 11:35:22.776162
3585,6550553,2022-09-15 17:56:04.000615
3586,28930068,2022-12-09 00:29:51.241898
3587,390126,2022-12-23 15:39:59.912896
3588,26255464,2022-09-21 14:00:04.902999
3589,10949525,2022-12-22 08:26:31.480064
3590,72749095,2022-11-14 07:28:49.443721
3591,61087751,2022-12-24 14:21:24.181463
3592,1810027,2022-09-16 06:58:45.539345
3593,17711628,2022-10-08 18:21:52.838934
3594,30220296,2022-12-15 11:42:44.447348
3595,14976468,2022-09-10 03:06:22.101636
3596,58367095,2022-10-15 06:43:02.562165
3597,61646884,2022-10-13 01:35:07.321841
3598,15294718,2022-12-05 11:49:36.402108
3599,25869499,2022-12-14 13:02:19.730765
3600,11563393,2022-09-08 22:54:16.106659
3601,30956458,2022-09-18 19:45:21.704344
3602,53198529,2022-12-22 00:32:00.001048
3603,56334716,2022-12-17 01:01:46.744546
3604,48435327,2022-10-03 20:06:32.990076
3605,98177988,2022-12-19 03:46:31.280861
3606,27472783,2022-09-02 19:07:57.051195
3607,44424582,2022-10-03 23:17:15.868836
3608,3582060,2022-09-12 22:42:45.491676
3609,20248758,2022-11-25 09:46:31.506065
3610,93938090,2022-12-22 12:07:34.775685
3611,73766701,2022-11-15 23:04:56.360135
3612,85705394,2022-10-20 01:01:13.285915
3613,39237066,2022-10-30 01:50:06.962458
3614,36733948,2022-12-07 07:13:41.618847
3615,38195589,2022-12-09 23:16:17.186027
3616,80514377,2022-11-04 10:29:20.605857
3617,88401483,2022-11-04 15:38:10.502386
3618,39018812,2022-12-29 02:36:18.807588
3619,35679473,2022-11-01 15:41:14.722017
3620,16094149,2022-11-23 14:47:08.052081
3621,49228947,2022-09-01 15:32:10.329139
3622,43419692,2022-11-25 20:28:57.678717
3623,82700560,2022-11-13 09:48:31.539803
3624,35560212,2022-11-27 14:34:58.535486
3625,96416195,2022-12-12 17:00:37.986191
3626,38104608,2022-10-31 14:13:01.151978
3627,27191810,2022-09-28 05:41:51.991719
3628,64613659,2022-12-10 06:51:13.330368
3629,90516188,2022-11-20 06:50:18.779089
3630,66875787,2022-11-02 12:55:41.269402
3631,42222901,2022-11-07 04:23:38.815988
3632,48396783,2022-10-13 21:50:55.919118
3633,20306789,2022-12-04 17:41:33.186895
3634,10022191,2022-12-04 03:17:58.785878
3635,96998081,2022-10-07 09:48:53.329789
3636,87222182,2022-11-01 08:38:16.079926
3637,18276925,2022-10-01 15:02:59.769335
3638,79037735,2022-11-21 12:14:19.755579
3639,723379,2022-12-26 23:15:41.870596
3640,98635731,2022-11-26 00:30:29.005024
3641,91226040,2022-11-03 06:22:39.361833
3642,72253319,2022-10-05 16:14:48.315897
3643,82186474,2022-09-10 12:04:20.936036
3644,88752583,2022-11-06 00:42:25.203471
3645,95583971,2022-12-04 05:04:39.674976
3646,46590279,2022-11-05 01:10:09.437445
3647,68192403,2022-10-31 17:03:59.143622
3648,89010636,2022-09-29 09:10:28.814687
3649,36441736,2022-10-18 13:26:07.684428
3650,96099050,2022-10-09 15:24:55.610256
3651,66343752,2022-12-16 14:04:20.022053
3652,97406759,2022-10-11 09:12:44.589950
3653,38277844,2022-12-16 16:13:37.839819
3654,66394491,2022-12-09 12:51:34.271938
3655,86705944,2022-09-05 19:35:32.821841
3656,95049289,2022-10-20 22:43:59.167446
3657,9632195,2022-10-19 18:02:26.349075
3658,86836643,2022-11-01 22:06:50.890519
3659,88003784,2022-10-05 03:59:22.648034
3660,28320745,2022-11-11 01:05:10.600449
3661,28215433,2022-11-19 01:00:48.526157
3662,56388076,2022-09-26 14:11:48.334399
3663,87720263,2022-09-26 11:08:41.046544
3664,4532387,2022-09-04 02:43:01.382984
3665,31638032,2022-12-19 07:23:25.609471
3666,77269394,2022-09-30 18:05:08.803080
3667,25930122,2022-10-01 03:14:32.182218
3668,95449342,2022-09-13 08:59:03.379865
3669,88987013,2022-12-22 03:32:23.345763
3670,93596724,2022-10-11 06:36:53.094729
3671,49535464,2022-10-16 20:25:31.119953
3672,17856477,2022-10-19 12:40:10.891083
3673,75638511,2022-09-23 16:47:31.052975
3674,7009184,2022-09-30 14:05:05.593881
3675,36288390,2022-11-29 09:40:50.589808
3676,46249665,2022-09-02 01:07:44.990163
3677,80787616,2022-12-20 14:57:30.869520
3678,72932467,2022-09-29 04:57:10.285236
3679,32823352,2022-09-15 11:52:11.738046
3680,72211785,2022-09-26 07:39:09.656553
3681,29519427,2022-10-30 00:02:06.897504
3682,79207866,2022-10-16 19:02:34.060826
3683,68063594,2022-09-28 22:51:42.346873
3684,75172157,2022-10-30 03:14:58.931712
3685,8692198,2022-12-10 19:50:38.644872
3686,86822261,2022-12-17 19:00:07.781602
3687,90912656,2022-11-05 12:47:39.441085
3688,94910685,2022-11-18 07:28:17.637980
3689,43178731,2022-11-17 10:11:51.427624
3690,78104997,2022-09-09 17:00:11.273023
3691,90376540,2022-11-12 17:46:50.557026
3692,77482787,2022-09-07 04:38:18.885101
3693,29403817,2022-11-19 02:21:54.448371
3694,16782842,2022-12-11 22:03:33.230538
3695,76288971,2022-12-14 05:29:46.121449
3696,32398089,2022-09-16 09:37:30.022927
3697,24330553,2022-12-22 21:47:03.843069
3698,76345057,2022-12-09 01:26:36.619192
3699,81370241,2022-11-02 08:57:03.911079
3700,21050614,2022-12-23 09:48:55.256261
3701,9355448,2022-10-25 07:26:34.320074
3702,24925206,2022-10-16 08:59:28.275869
3703,67919271,2022-12-01 04:32:38.248402
3704,64413115,2022-12-28 15:38:40.654909
3705,13428980,2022-12-16 14:32:45.678107
3706,54235828,2022-11-06 10:42:02.005788
3707,70137492,2022-09-05 11:10:49.137388
3708,28512956,2022-10-15 18:08:31.282502
3709,58073310,2022-12-25 18:22:22.717157
3710,72310994,2022-11-24 12:48:23.315828
3711,42051913,2022-10-27 21:02:20.989431
3712,65400027,2022-09-01 15:07:37.331197
3713,98931977,2022-11-15 08:16:52.102566
3714,48530847,2022-11-05 22:42:03.825373
3715,44309924,2022-10-01 11:18:24.282861
3716,46044994,2022-12-08 21:06:32.967488
3717,74190592,2022-12-17 13:14:21.640524
3718,23065239,2022-10-18 17:22:25.991738
3719,54142474,2022-10-15 20:37:25.588477
3720,83243545,2022-11-27 18:37:55.721998
3721,75475045,2022-09-02 15:26:54.003915
3722,58584649,2022-12-21 02:26:42.464413
3723,76856546,2022-10-12 22:36:32.337095
3724,77405644,2022-10-25 15:13:23.970090
3725,32161081,2022-09-05 14:25:02.402423
3726,47035496,2022-12-20 13:47:43.087090
3727,43183254,2022-11-27 18:48:56.736662
3728,57863122,2022-09-03 10:44:40.306423
3729,806454,2022-11-06 11:26:43.770047
3730,89442069,2022-12-05 02:21:53.441020
3731,49704437,2022-12-10 02:11:45.734882
3732,26534781,2022-09-17 14:41:26.767086
3733,34518934,2022-12-04 19:30:35.398279
3734,94646197,2022-11-12 10:42:53.409903
3735,31762004,2022-10-28 20:58:17.349253
3736,92586800,2022-11-15 01:14:08.953719
3737,69671414,2022-10-16 01:22:38.099118
3738,74892280,2022-10-10 11:49:42.925395
3739,55121386,2022-12-17 18:36:02.160300
3740,44526526,2022-11-07 09:02:23.005063
3741,64907030,2022-11-19 22:34:56.046175
3742,11436230,2022-10-29 11:45:23.606566
3743,10022882,2022-09-08 18:58:44.556455
3744,15621522,2022-10-12 11:46:34.312321
3745,84513996,2022-10-28 23:04:43.102149
3746,38879863,2022-11-23 13:10:19.704287
3747,53622283,2022-09-06 23:31:16.152616
3748,95482959,2022-11-03 08:11:19.835102
3749,87978954,2022-10-09 19:57:24.419813
3750,15696698,2022-09-08 07:00:07.447601
3751,16658137,2022-09-08 16:48:47.865249
3752,50444300,2022-10-08 07:27:19.197731
3753,92681854,2022-09-14 07:54:10.359694
3754,11013490,2022-09-23 23:17:23.054523
3755,47287249,2022-12-23 12:36:49.041608
3756,43629606,2022-09-07 18:03:37.019408
3757,20748223,2022-09-15 07:19:03.031328
3758,53319340,2022-11-09 18:39:16.979296
3759,88076247,2022-12-11 07:05:21.408608
3760,20584474,2022-10-29 04:08:48.698638
3761,3045143,2022-09-13 09:33:28.917771
3762,21214345,2022-12-16 10:56:48.330083
3763,4981501,2022-11-15 06:06:51.211824
3764,83738056,2022-10-29 11:21:18.107669
3765,2770466,2022-10-28 16:17:16.542925
3766,28964769,2022-10-15 16:01:14.171821
3767,89436996,2022-12-12 01:43:42.819606
3768,61639551,2022-09-12 13:09:19.880024
